"match_id","puuid","challenger","galaxy","placement","game_datetime","Astro","Chrono","DarkStar","Set3_Celestial","Set3_Mystic","Sniper","Vanguard","Cybernetic","Infiltrator","ManaReaver","Battlecast","Blaster","Set3_Brawler","Rebel","Starship","Demolitionist","Mercenary","Set3_Blademaster","Paragon","Protector","Set3_Sorcerer","StarGuardian","MechPilot","SpacePirate"
"NA1_3570024189","lY9MEroiAmDEtn1ZSQfeq8sUHJO66ZDaPMOvPpavMRyff1-_sIqoVldzKVKrGpK04OnmkvziLo3uvw",0,"Big Bang",7,2020-09-10 19:24:56,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570024189","Ux-GcdetJoy9dUbESUAuxkQsOIs_OGSXO_dbio8NzqViedVDX0i8ulGqjQXxPeMBI24pK2yM1Iacng",0,"Big Bang",8,2020-09-10 19:24:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
"NA1_3570015471","0r2SLUhPfNgDV1O-6eVTcN8tT5xGbJoQ5e48TrrMZ5Zwl6Y89SpRqpHrplCBUwuAPv1Ok4Txh8un-A",0,"Manatee's Delight",1,2020-09-10 19:27:52,0,1,0,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570015471","CqtUGkQ9BarxNcCmdW3BuIgL7vXwHPG6TfzlAtxs3_DPBga_-lsa1Ow3lriXrUxZzWErwzkL5GhoNQ",0,"Manatee's Delight",2,2020-09-10 19:27:52,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570015471","VsTbjazJ4FrKdz_xWX_almxnBfb2Uu22hWGFNdjmVE6Fk-CnH7JeGDFIWXowDI8Vcj4gPeguCGXtPg",1,"Manatee's Delight",3,2020-09-10 19:27:52,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
"NA1_3570015471","anNGwRNatMIJ40k1vAY8tV5h0nI9UU-EYCuZbu5g0fqbNbZYFH9ovQLX0p-gNqS81nr5r0HTVIYaHA",0,"Manatee's Delight",4,2020-09-10 19:27:52,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0
"NA1_3570015471","0uh3-P0lR2dDrADgrtlkc5JvXqmbpRu6a3HrBMzIJ9dcYRYQbqHXDp2M3kKo7Aaz6_gme2cqeRKHug",0,"Manatee's Delight",5,2020-09-10 19:27:52,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"NA1_3570015471","qbW0poWl8Y4BXtq7gH32qSRi-PviAd5X4vhbr02xX0Xle3n4RzNWGP4WjnCPdGXi2A5Ouui_yLEvKA",1,"Manatee's Delight",6,2020-09-10 19:27:52,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
"NA1_3570015471","gkqQ7TE9feTjwz3rFDA8YX0lKc9HvYvEJor8LjDsmazno3sK98yvSUUQHAwYVUNfpv1BqJhT6lwjgw",0,"Manatee's Delight",7,2020-09-10 19:27:52,0,1,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570015471","PDerNhHnHlrtxUhjTeLpeZudD-WHrax8nkHtJVnJQjYM_g5d2BI623Sz1CsmFQhNyRhGsPjGI2B3Pw",0,"Manatee's Delight",8,2020-09-10 19:27:52,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
"NA1_3570064187","W-IlX9L22tu_uCZLMAHD4BVpJMlTC40BJJ5koo_EO-a7lJkDvk_P-0grmQ4Rk0JlgfkuPGUz-PK5Tw",0,"Trade Sector",1,2020-09-10 19:37:44,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
"NA1_3570064187","VGSDwQgDUUihVFgOLWjtetZuXPWPVQE40G5Bd1DigACHMFZ8jM8lTslyMC3VrthQ5-kKc711IIH8ZQ",0,"Trade Sector",2,2020-09-10 19:37:44,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
"NA1_3570064187","SBCH3xxRYdPRqKQsFLr5DPvAEqRXXp0w19Ay2Vp_hwNU0pj19wFwpN6RBc84GpLwAxlzscVn0gbIsw",0,"Trade Sector",3,2020-09-10 19:37:44,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"NA1_3570064187","bc3yK8x_JO1OAsEuAe48NqnbVO3BUh4HnaLaiOyZ3zbnmdz3P5kTBoTyxoIGGWLDrFSPRRHrNO4CfQ",1,"Trade Sector",4,2020-09-10 19:37:44,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,2
"NA1_3570064187","CnUlmElyR3cZ1VKWgWRP6GrkU9RP4ZDxHzk-CNCk6zF_KWylYvfVaE0Q2xW2owwT2zjX88pcS0cKkg",0,"Trade Sector",5,2020-09-10 19:37:44,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0
"NA1_3570064187","oI1RM5NYHeTXEIEGelmveiksg3FmOXAOs9BIdHqCvMnVJl5omr64Ya4ANhHXvAj5_-EyRebtfKJ6Gw",1,"Trade Sector",6,2020-09-10 19:37:44,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
"NA1_3570064187","eRsZJ4cEBwBMKIbiK33yrW0pnbxfwXuhhI--er2mmBpoJ8olGMrZaugCcRwDTShE5hXvGDs_qnHftQ",0,"Trade Sector",7,2020-09-10 19:37:44,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570064187","SsLeTnqxo7Hh_2AgG-DULxt-9w_LxcBQ4knFG05L0QcE71BiXiQusypKZ7KBs1eALC9-welKomwvUw",0,"Trade Sector",8,2020-09-10 19:37:44,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570064908","46dLwhF4FhyV_juwQjnyJDmJcm9i5KfSGfXJVk6kfcMiKnOdOUo8ewftmLMzfsJH1AMCRe7lipYdXw",0,"Salvage World",1,2020-09-10 19:40:20,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0
"NA1_3570064908","LdgjYAOps5pbCW0tRgUxZ8p5VyxgZN_TCOrjTYwg2MSsxzq04VTkaT3r1sKYnnO2cKBjHcTgYmwxCQ",0,"Salvage World",2,2020-09-10 19:40:20,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0
"NA1_3570064908","Bm0jgLbYyQzrWOW56G1VGC00SWjoZCIzYOBGnu5wxu_rX7rKvWs3PZrkruoKytLYrA-uuaopjaNkkg",0,"Salvage World",3,2020-09-10 19:40:20,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"NA1_3570064908","0_Az2j8GA6KG8GkNvjG-aJhoauaj34ujkg8BX-0IiHQQgt_X-rx2Mg1eoHvha144Msk1osNMgwgsZw",0,"Salvage World",4,2020-09-10 19:40:20,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0
"NA1_3570064908","HAjvWryRdaZEFS_10cq8lvPHSkxrkNASP6yLz-OFIzdBPX3k6Pqh7pNiCNHj1zGYtQxQrK6DKIn7Yg",0,"Salvage World",5,2020-09-10 19:40:20,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
"NA1_3570064908","nQPaJy5zyPKSfjOz-x1s52NkYsx4ELRvti9kXnuNwXhUzvnE6E0Wax_aBZ58N7s8RU2sLK1o4frxWQ",1,"Salvage World",6,2020-09-10 19:40:20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"NA1_3570064908","BOTk0DMYCD_oM_rQKzWmtmzJAG7fBQhcNMIvb-zOLimVDv0qJLU-mDafph2V90RQ5OtNsTXbDow_gA",0,"Salvage World",7,2020-09-10 19:40:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
"NA1_3570064908","JlJzfpKtbQxNeAC6GH59mJ_a9xB0A55Q911_zy5lvi-zjnCaLpfzgnfQMo3o4b9yKbMHgPTP__ih8Q",0,"Salvage World",8,2020-09-10 19:40:20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"NA1_3570009504","Ux-GcdetJoy9dUbESUAuxkQsOIs_OGSXO_dbio8NzqViedVDX0i8ulGqjQXxPeMBI24pK2yM1Iacng",0,"Plunder Planet",1,2020-09-10 20:05:21,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"NA1_3570009504","cYJBu2H0od-xE5NhYNYt18aGf0lDJ-Bz4uC7IqzZ-3wk5h33NejAc7P_JwdxFRZEQe55w7qEISKnLQ",0,"Plunder Planet",2,2020-09-10 20:05:21,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570009504","gkqQ7TE9feTjwz3rFDA8YX0lKc9HvYvEJor8LjDsmazno3sK98yvSUUQHAwYVUNfpv1BqJhT6lwjgw",0,"Plunder Planet",3,2020-09-10 20:05:21,1,2,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570009504","xeu-pyEJw_ATFp_w3ccoNWThyBP7DzyU8OEkdBttARiSYviwmALCiDCaOPcOBMv15g4NwFtzeJLGDQ",1,"Plunder Planet",4,2020-09-10 20:05:21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
"NA1_3570009504","jcFNpUFkECQmEd7oEzPLNqqX6M64XRDqoliysi7LDiqbVlBuxOJrhQJ-xpZPlRUh4QyME7j_lLBoPA",0,"Plunder Planet",5,2020-09-10 20:05:21,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
"NA1_3570009504","lY9MEroiAmDEtn1ZSQfeq8sUHJO66ZDaPMOvPpavMRyff1-_sIqoVldzKVKrGpK04OnmkvziLo3uvw",0,"Plunder Planet",6,2020-09-10 20:05:21,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570009504","g7-4KC55fIwuIUNhAjQWMe947Mrl1DHI-Jgq7X1ZvZcSjjF0bImtZhXu6jyvoZlYHWNUywbXEmsU0Q",0,"Plunder Planet",7,2020-09-10 20:05:21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
"NA1_3570009504","anNGwRNatMIJ40k1vAY8tV5h0nI9UU-EYCuZbu5g0fqbNbZYFH9ovQLX0p-gNqS81nr5r0HTVIYaHA",0,"Plunder Planet",8,2020-09-10 20:05:21,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570049308","0_Az2j8GA6KG8GkNvjG-aJhoauaj34ujkg8BX-0IiHQQgt_X-rx2Mg1eoHvha144Msk1osNMgwgsZw",0,"Treasure Trove",1,2020-09-10 20:17:36,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570049308","CnUlmElyR3cZ1VKWgWRP6GrkU9RP4ZDxHzk-CNCk6zF_KWylYvfVaE0Q2xW2owwT2zjX88pcS0cKkg",0,"Treasure Trove",2,2020-09-10 20:17:36,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570049308","VGSDwQgDUUihVFgOLWjtetZuXPWPVQE40G5Bd1DigACHMFZ8jM8lTslyMC3VrthQ5-kKc711IIH8ZQ",0,"Treasure Trove",3,2020-09-10 20:17:36,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570049308","HAjvWryRdaZEFS_10cq8lvPHSkxrkNASP6yLz-OFIzdBPX3k6Pqh7pNiCNHj1zGYtQxQrK6DKIn7Yg",0,"Treasure Trove",4,2020-09-10 20:17:36,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0
"NA1_3570049308","nQPaJy5zyPKSfjOz-x1s52NkYsx4ELRvti9kXnuNwXhUzvnE6E0Wax_aBZ58N7s8RU2sLK1o4frxWQ",1,"Treasure Trove",5,2020-09-10 20:17:36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"NA1_3570049308","5Dm0Z8JlXefiM2LLveiHOujFTcF_mWxATFtF989HnUlMjUwNWtuY-9VUoD7cd-yRsK6aJC9oC6Lk2w",0,"Treasure Trove",6,2020-09-10 20:17:36,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"NA1_3570049308","FcQt_zGu7oJgJcRK1tTyghoTMnxOmiJ_nSdO82ON-3Aq-d1jU49ggzFanY-vbrYNkdLX_XABgDInnQ",0,"Treasure Trove",7,2020-09-10 20:17:36,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570049308","bc3yK8x_JO1OAsEuAe48NqnbVO3BUh4HnaLaiOyZ3zbnmdz3P5kTBoTyxoIGGWLDrFSPRRHrNO4CfQ",1,"Treasure Trove",8,2020-09-10 20:17:36,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570082785","iTtW0YGvIWebdMDeZovLmSqlA8xAcQQH4nLDfO50styG5vvzti9vPeKMQvDS24pzGrH4neConW8-Mw",0,"Manatee's Delight",1,2020-09-10 20:42:30,0,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570082785","xeu-pyEJw_ATFp_w3ccoNWThyBP7DzyU8OEkdBttARiSYviwmALCiDCaOPcOBMv15g4NwFtzeJLGDQ",1,"Manatee's Delight",2,2020-09-10 20:42:30,0,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"NA1_3570082785","lY9MEroiAmDEtn1ZSQfeq8sUHJO66ZDaPMOvPpavMRyff1-_sIqoVldzKVKrGpK04OnmkvziLo3uvw",0,"Manatee's Delight",3,2020-09-10 20:42:30,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0
"NA1_3570082785","BjWa1bWGuVBjc2w6j0bBgmNicSjbmrpGOI1ZsOZQVjstnFkVo4lCmLTUKn4iW73HAISHR9UXvY1seg",0,"Manatee's Delight",4,2020-09-10 20:42:30,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570082785","jcFNpUFkECQmEd7oEzPLNqqX6M64XRDqoliysi7LDiqbVlBuxOJrhQJ-xpZPlRUh4QyME7j_lLBoPA",0,"Manatee's Delight",5,2020-09-10 20:42:30,0,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"NA1_3570082785","L7BhIfvSuA60yFlkMt1Y19OOj2COEBgXIuEV3vLvWTiZdWJazwHf4OMhTg33O3Ml9QV9JA7c72tu8Q",0,"Manatee's Delight",6,2020-09-10 20:42:30,0,1,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570082785","SLYkdFEVSjvFAdyPmfODuusLFLibvit2mtoD3kWKyl4NBLjrXSzXIHuPy4VWoJYyCI7zwjr0gCammw",0,"Manatee's Delight",7,2020-09-10 20:42:30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,2,0,0
"NA1_3570082785","JqgBQJuyGAaArodABn3IAROW7ooGnRG8kPiQFGhpcWkehxZQXy___TP2Fw3hJG4yB8uE4xQ_VwM4nw",0,"Manatee's Delight",8,2020-09-10 20:42:30,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570073740","9nEgFHc6H1ycNbiBK2n0XhaONQK4225bVvJGxFe_jFoj11ulI7OVQE3NRhDDNWW1ChmKfn8zjARqFA",1,"Salvage World",1,2020-09-10 20:42:53,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,2
"NA1_3570073740","3doLWIxDNM5kTvCKLy2LFv4vliTt9nprhgb3puZBv7ZjrAp0yb2OvT0yNFoZlSbGYwPnljB4nHHXKQ",0,"Salvage World",2,2020-09-10 20:42:53,0,0,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570073740","Ux-GcdetJoy9dUbESUAuxkQsOIs_OGSXO_dbio8NzqViedVDX0i8ulGqjQXxPeMBI24pK2yM1Iacng",0,"Salvage World",3,2020-09-10 20:42:53,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
"NA1_3570073740","xc6EBuXkoFQmP_QVAo4ypbApt-1PIHK-zNrcKUNDuxW6geBPf9_FaoOWAPwAN8vNO7cpkucfBhMvdA",0,"Salvage World",4,2020-09-10 20:42:53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
"NA1_3570073740","OACdDTfU9j_--3wJEP3PMuNV9PKu0gHK_JtRUKP7yQfDaYFsk9ETMNJI-Tyo2GP3mI0DgKjNNrcDWA",1,"Salvage World",5,2020-09-10 20:42:53,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570073740","CqtUGkQ9BarxNcCmdW3BuIgL7vXwHPG6TfzlAtxs3_DPBga_-lsa1Ow3lriXrUxZzWErwzkL5GhoNQ",0,"Salvage World",6,2020-09-10 20:42:53,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570073740","BOTk0DMYCD_oM_rQKzWmtmzJAG7fBQhcNMIvb-zOLimVDv0qJLU-mDafph2V90RQ5OtNsTXbDow_gA",0,"Salvage World",7,2020-09-10 20:42:53,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570073740","eRsZJ4cEBwBMKIbiK33yrW0pnbxfwXuhhI--er2mmBpoJ8olGMrZaugCcRwDTShE5hXvGDs_qnHftQ",0,"Salvage World",8,2020-09-10 20:42:53,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570122292","FcQt_zGu7oJgJcRK1tTyghoTMnxOmiJ_nSdO82ON-3Aq-d1jU49ggzFanY-vbrYNkdLX_XABgDInnQ",0,"Superdense Galaxy",1,2020-09-10 20:47:32,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0
"NA1_3570122292","ls226P9imvIHSo_w8vgewgd1K3fpV9IQO_pocaT6rjmTZhWRPaqmjLmKupujOiflUayTC-PdElhQNw",0,"Superdense Galaxy",2,2020-09-10 20:47:32,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"NA1_3570122292","nQPaJy5zyPKSfjOz-x1s52NkYsx4ELRvti9kXnuNwXhUzvnE6E0Wax_aBZ58N7s8RU2sLK1o4frxWQ",1,"Superdense Galaxy",3,2020-09-10 20:47:32,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"NA1_3570122292","bc3yK8x_JO1OAsEuAe48NqnbVO3BUh4HnaLaiOyZ3zbnmdz3P5kTBoTyxoIGGWLDrFSPRRHrNO4CfQ",1,"Superdense Galaxy",4,2020-09-10 20:47:32,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0
"NA1_3570122292","HAjvWryRdaZEFS_10cq8lvPHSkxrkNASP6yLz-OFIzdBPX3k6Pqh7pNiCNHj1zGYtQxQrK6DKIn7Yg",0,"Superdense Galaxy",5,2020-09-10 20:47:32,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"NA1_3570122292","2ZOGVL8SSEGIlC9G-mzqj8ASJoLXwYddwV9gYWG98OtGXhs6Pe66VKSmv4lqeZfxlythXEjl7kqzXA",0,"Superdense Galaxy",6,2020-09-10 20:47:32,0,1,0,0,0,0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0
"NA1_3570122292","LqcTlrPSb_7rvBP3UgAsp7Wv-Q2V_W2IBrBndAA9wkPrrsSNDZfnikdOtpPpG8H1dk_8tj4d-MJnqw",0,"Superdense Galaxy",7,2020-09-10 20:47:32,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"NA1_3570122292","5Dm0Z8JlXefiM2LLveiHOujFTcF_mWxATFtF989HnUlMjUwNWtuY-9VUoD7cd-yRsK6aJC9oC6Lk2w",0,"Superdense Galaxy",8,2020-09-10 20:47:32,0,1,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570124925","vbfsr4FeXYLoS08-NDccQoHcvuvvC8v-Vz5puCYdDeI1payy0Wyroi7361u8ryCKbwDxye-PFcCFsA",1,"Plunder Planet",1,2020-09-10 21:09:09,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570124925","JqgBQJuyGAaArodABn3IAROW7ooGnRG8kPiQFGhpcWkehxZQXy___TP2Fw3hJG4yB8uE4xQ_VwM4nw",0,"Plunder Planet",2,2020-09-10 21:09:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0
"NA1_3570124925","08qLOK6vz7hUieCISzF5ncwLaDtx14b7rWurF0CCFU8WGRVbFF8yPF8I-MfRpZbCPoICuaAWM3S23g",0,"Plunder Planet",3,2020-09-10 21:09:09,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570124925","anNGwRNatMIJ40k1vAY8tV5h0nI9UU-EYCuZbu5g0fqbNbZYFH9ovQLX0p-gNqS81nr5r0HTVIYaHA",0,"Plunder Planet",4,2020-09-10 21:09:09,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,2
"NA1_3570124925","OdmIXAKIF5-cSoWtPWjAToKNdr5O5tWRHNAJifo5nCHZN8qu-5oP_waWjqT5znLnExaknSrfAJHloQ",0,"Plunder Planet",5,2020-09-10 21:09:09,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570124925","tG2skEqKShyC7IGdSH3YwYqs4X9qkS1rw5-XG1Shq9_hTPU5jcg5guz6-BLJp2loqvfyfbjA1F6WNA",0,"Plunder Planet",6,2020-09-10 21:09:09,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570124925","SLYkdFEVSjvFAdyPmfODuusLFLibvit2mtoD3kWKyl4NBLjrXSzXIHuPy4VWoJYyCI7zwjr0gCammw",0,"Plunder Planet",7,2020-09-10 21:09:09,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"NA1_3570124925","j7hwTq_jkE5LHk5NnFb7rpz3pWjJgQz60IJxYpkQdiwxHVcwKHZYxQoVqnb-AvfrF2AbZS-MmC2qgA",0,"Plunder Planet",8,2020-09-10 21:09:09,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"NA1_3570116429","jtXHuaDWhXB4hv9AJUnAgn0OvQo481Fg_7h4svfXjdBZhZSDnVAx2Buf57I2rCHoYlygAPLPzsEHnw",0,"Manatee's Delight",1,2020-09-10 21:21:07,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"NA1_3570116429","CqtUGkQ9BarxNcCmdW3BuIgL7vXwHPG6TfzlAtxs3_DPBga_-lsa1Ow3lriXrUxZzWErwzkL5GhoNQ",0,"Manatee's Delight",2,2020-09-10 21:21:07,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,2
"NA1_3570116429","5Dm0Z8JlXefiM2LLveiHOujFTcF_mWxATFtF989HnUlMjUwNWtuY-9VUoD7cd-yRsK6aJC9oC6Lk2w",0,"Manatee's Delight",3,2020-09-10 21:21:07,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
"NA1_3570116429","3doLWIxDNM5kTvCKLy2LFv4vliTt9nprhgb3puZBv7ZjrAp0yb2OvT0yNFoZlSbGYwPnljB4nHHXKQ",0,"Manatee's Delight",4,2020-09-10 21:21:07,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"NA1_3570116429","-4cX5ovTsp_u_WGQG_Axz4kCpvA7gQPN_AMswo3I_v_vRDYT6mUH3Yq-cOIqxGS9LOFm0jy3mwtUgg",0,"Manatee's Delight",5,2020-09-10 21:21:07,0,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"NA1_3570116429","OACdDTfU9j_--3wJEP3PMuNV9PKu0gHK_JtRUKP7yQfDaYFsk9ETMNJI-Tyo2GP3mI0DgKjNNrcDWA",1,"Manatee's Delight",6,2020-09-10 21:21:07,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"NA1_3570116429","ub8hE-afJV2ZA9RLLlj2IfzuU5DaaLSXz0Cbb89Qs6-AW7qWRED9g_pnc97hZjqneMEHA1J7RyVMlA",1,"Manatee's Delight",7,2020-09-10 21:21:07,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"NA1_3570116429","IXRIbELDF8lA7Kie072cTUctIbX1w4lM5lGvugMaXj2V4Xqv_-7wVsiCu-v6CPRMYezf0s0Ue_0N0Q",0,"Manatee's Delight",8,2020-09-10 21:21:07,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA1_3570116913","HAjvWryRdaZEFS_10cq8lvPHSkxrkNASP6yLz-OFIzdBPX3k6Pqh7pNiCNHj1zGYtQxQrK6DKIn7Yg",0,"Salvage World",1,2020-09-10 21:24:48,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0
"NA1_3570116913","lY9MEroiAmDEtn1ZSQfeq8sUHJO66ZDaPMOvPpavMRyff1-_sIqoVldzKVKrGpK04OnmkvziLo3uvw",0,"Salvage World",2,2020-09-10 21:24:48,0,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"NA1_3570116913","Ux-GcdetJoy9dUbESUAuxkQsOIs_OGSXO_dbio8NzqViedVDX0i8ulGqjQXxPeMBI24pK2yM1Iacng",0,"Salvage World",3,2020-09-10 21:24:48,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0
"NA1_3570116913","VX956Ib3gQGmAZnA4Zm9W9gFo_pUOySaxcZCkyFyg_I3Hq5Ayqav5CpAbsS0yM9w2nrwdZJsMmeLoQ",0,"Salvage World",4,2020-09-10 21:24:48,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,2,0,0
